Set ID,target
OP753345023120000214,Normal
OP753345023120000215,AbNormal
OP753345023120000216,Normal
OP753345023120000217,Normal
OP753345023120000220,Normal
OP753345023120000221,Normal
OP753345023120000222,Normal
OP753345023120000223,Normal
OP753345023120000225,Normal
OP753345023120000228,AbNormal
OP753345023120000231,Normal
OP753345023120000232,Normal
OP753345023120000233,Normal
OP753345023120000234,Normal
OP753345023120000235,Normal
OP753345023120000236,Normal
OP753345023120000237,Normal
OP753345023120000238,Normal
OP753345023120000239,Normal
OP753345023120000240,Normal
OP753345023120000241,Normal
OP753345023120000242,Normal
OP753345023120000243,Normal
OP753345023120000245,Normal
OP753345023120000246,Normal
OP753345023120000248,Normal
OP753345023120000249,Normal
OP753345023120000250,Normal
OP753345023120000251,Normal
OP753345023120000253,Normal
OP753345023120000255,Normal
OP753345023120000256,Normal
OP753345023120000257,Normal
OP753345023120000258,Normal
OP753345023120000260,AbNormal
OP753345023120000259,Normal
OP753345023120000261,Normal
OP753345023120000262,Normal
OP753345023120000265,Normal
OP753345013120004700,Normal
OP753345013120004701,AbNormal
OP753345013120004706,Normal
OP753345013120004707,Normal
OP753345013120004708,Normal
OP753345013120004709,Normal
OP753345013120004711,Normal
OP753345013120004712,Normal
OP753345013120004713,Normal
OP753345013120004714,Normal
OP753345013120004715,Normal
OP753345013120004716,Normal
OP753345013120004717,Normal
OP753345013120004718,Normal
OP753345013120004720,Normal
OP753345013120004722,Normal
OP753345013120004723,Normal
OP753345013120004724,Normal
OP753345013120004726,Normal
OP753345013120004727,Normal
OP753345013120004728,Normal
OP753345013120004730,Normal
OP753345013120004731,Normal
OP753345013120004733,Normal
OP753345013120004735,Normal
OP753345013120004736,Normal
OP753345013120004739,Normal
OP753345013120004740,Normal
OP753345013120004742,Normal
OP753345013120004743,Normal
OP753345013120004744,Normal
OP753345013120004745,Normal
OP753345013120004747,Normal
OP753345013120004748,Normal
OP753345013120004750,Normal
OP753345013120004752,Normal
OP753345013120004754,Normal
OP753345013120004755,Normal
OP753345013120004757,Normal
OP753345013120004758,Normal
OP753345013120004759,Normal
OP753345013120004760,Normal
OP753345013120004761,Normal
OP753345013120004762,Normal
OP753345013120004763,Normal
OP753345013120004764,Normal
OP753345013120004767,Normal
OP753345013120004770,Normal
OP753345013120004773,Normal
OP753345013120004774,Normal
OP753345013120004775,Normal
OP753345013120004623,Normal
OP753345013120004624,Normal
OP753345013120004627,Normal
OP753345013120004628,Normal
OP753345013120004629,AbNormal
OP753345013120004630,Normal
OP753345013120004631,Normal
OP753345013120004638,Normal
OP753345013120004640,Normal
OP753345013120004642,Normal
OP753345013120004643,Normal
OP753345013120004645,Normal
OP753345013120004646,Normal
OP753345013120004647,Normal
OP753345013120004650,Normal
OP753345013120004651,Normal
OP753345013120004652,Normal
OP753345013120004653,Normal
OP753345013120004654,Normal
OP753345013120004655,Normal
OP753345013120004656,Normal
OP753345013120004658,Normal
OP753345013120004659,Normal
OP753345013120004662,Normal
OP753345013120004663,Normal
OP753345013120004664,AbNormal
OP753345013120004666,Normal
OP753345013120004668,Normal
OP753345013120004669,Normal
OP753345013120004672,Normal
OP753345013120004673,Normal
OP753345013120004674,Normal
OP753345013120004676,Normal
OP753345013120004677,Normal
OP753345013120004678,Normal
OP753345013120004679,Normal
OP753345013120004527,Normal
OP753345013120004529,Normal
OP753345013120004531,Normal
OP753345013120004532,Normal
OP753345013120004534,AbNormal
OP753345013120004535,Normal
OP753345013120004536,Normal
OP753345013120004537,Normal
OP753345013120004538,Normal
OP753345013120004539,Normal
OP753345013120004542,Normal
OP753345013120004543,Normal
OP753345013120004544,Normal
OP753345013120004545,Normal
OP753345013120004546,Normal
OP753345013120004547,Normal
OP753345013120004548,Normal
OP753345013120004551,Normal
OP753345013120004555,Normal
OP753345013120004554,Normal
OP753345013120004556,Normal
OP753345013120004557,Normal
OP753345013120004558,AbNormal
OP753345013120004559,Normal
OP753345013120004561,Normal
OP753345013120004562,Normal
OP753345013120004563,Normal
OP753345013120004564,Normal
OP753345013120004565,Normal
OP753345013120004566,Normal
OP753345013120004567,Normal
OP753345013120004569,Normal
OP753345013120004571,Normal
OP753345013120004572,Normal
OP753345013120004574,Normal
OP753345013120004575,Normal
OP753345013120004576,Normal
OP753345013120004577,Normal
OP753345013120004578,Normal
OP753345013120004579,Normal
OP753345013120004583,Normal
OP753345013120004584,Normal
OP753345013120004586,Normal
OP753345013120004588,Normal
OP753345013120004590,Normal
OP753345013120004591,Normal
OP753345013120004592,Normal
OP753345013120004593,Normal
OP753345013120004594,Normal
OP753345013120004595,Normal
OP753345013120004596,AbNormal
OP753345013120004597,Normal
OP753345013120004598,Normal
OP753345013120004600,Normal
OP753345013120004601,Normal
OP753345013120004604,Normal
OP753345013120004606,Normal
OP753345013120004607,Normal
OP753345013120004608,Normal
OP753345013120004609,AbNormal
OP753345013120004610,Normal
OP753345013120004615,Normal
OP753345013120004616,Normal
OP753345013120004617,Normal
OP753345013120004618,Normal
OP753345013120004619,Normal
OP753345013120004620,Normal
OP753345013120004621,Normal
OP753345013120004622,AbNormal
OP753345013120004432,Normal
OP753345013120004433,Normal
OP753345013120004434,Normal
OP753345013120004436,Normal
OP753345013120004437,Normal
OP753345013120004438,Normal
OP753345013120004439,Normal
OP753345013120004440,Normal
OP753345013120004445,Normal
OP753345013120004446,Normal
OP753345013120004448,Normal
OP753345013120004449,Normal
OP753345013120004455,Normal
OP753345013120004456,Normal
OP753345013120004459,Normal
OP753345013120004460,Normal
OP753345013120004461,Normal
OP753345013120004462,Normal
OP753345013120004463,Normal
OP753345013120004464,Normal
OP753345013120004466,Normal
OP753345013120004467,Normal
OP753345013120004468,Normal
OP753345013120004469,Normal
OP753345013120004470,Normal
OP753345013120004471,Normal
OP753345013120004472,Normal
OP753345013120004476,Normal
OP753345013120004478,Normal
OP753345013120004479,Normal
OP753345013120004480,Normal
OP753345013120004871,Normal
OP753345013120004870,Normal
OP753345013120004868,Normal
OP753345013120004864,Normal
OP753345013120004862,Normal
OP753345013120004861,Normal
OP753345013120004860,Normal
OP753345013120004855,Normal
OP753345013120004854,Normal
OP753345013120004853,Normal
OP753345013120004851,Normal
OP753345013120004850,Normal
OP753345013120004848,Normal
OP753345013120004844,Normal
OP753345013120004843,Normal
OP753345013120004842,Normal
OP753345013120004840,Normal
OP753345013120004839,Normal
OP753345013120004838,Normal
OP753345013120004837,Normal
OP753345013120004836,Normal
OP753345013120004832,Normal
OP753345013120004831,Normal
OP753345013120004829,Normal
OP753345013120004828,Normal
OP753345013120004827,Normal
OP753345013120004826,Normal
OP753345013120004825,Normal
OP753345013120004824,Normal
OP753345013120004822,Normal
OP753345013120004821,Normal
OP753345013120004820,Normal
OP753345013120004819,Normal
OP753345013120004818,Normal
OP753345013120004817,Normal
OP753345013120004816,Normal
OP753345013120004815,Normal
OP753345013120004811,Normal
OP753345013120004810,Normal
OP753345013120004809,Normal
OP753345013120004808,Normal
OP753345013120004807,Normal
OP753345013120004806,Normal
OP753345013120004805,Normal
OP753345013120004803,Normal
OP753345013120004800,Normal
OP753345013120004799,Normal
OP753345013120004798,Normal
OP753345013120004797,Normal
OP753345013120004796,Normal
OP753345023120000289,Normal
OP753345023120000288,Normal
OP753345023120000287,Normal
OP753345023120000286,AbNormal
OP753345023120000285,Normal
OP753345023120000284,Normal
OP753345023120000281,Normal
OP753345023120000280,Normal
OP753345023120000279,AbNormal
OP753345023120000276,Normal
OP753345023120000275,Normal
OP753345023120000274,Normal
OP753345023120000272,Normal
OP753345023120000270,Normal
OP753345023120000268,Normal
OP753345023120000266,Normal
OP753345023120000140,Normal
OP753345023120000138,Normal
OP753345023120000130,Normal
OP753345023120000129,Normal
OP753345023120000127,AbNormal
OP753345023120000126,Normal
OP753345023120000125,Normal
OP753345023120000123,Normal
OP753345023120000122,Normal
OP753345023120000121,Normal
OP753345013120004794,Normal
OP753345013120004793,Normal
OP753345013120004792,Normal
OP753345013120004790,Normal
OP753345013120004789,Normal
OP753345013120004785,Normal
OP753345013120004783,Normal
OP753345013120004780,Normal
OP753345013120004779,Normal
OP753345013120004778,Normal
OP753345013120004777,Normal
OP753345013120004776,Normal
OP753345013120005122,Normal
OP753345013120005123,Normal
OP753345013120005124,Normal
OP753345013120005125,Normal
OP753345013120005129,Normal
OP753345013120005130,Normal
OP753345013120005132,Normal
OP753345013120005135,Normal
OP753345013120005137,Normal
OP753345013120005140,AbNormal
OP753345013120005142,Normal
OP753345013120005143,Normal
OP753345013120005145,Normal
OP753345013120005146,Normal
OP753345013120005148,Normal
OP753345013120005149,Normal
OP753345013120005150,Normal
OP753345013120005151,Normal
OP753345013120005153,Normal
OP753345013120005154,Normal
OP753345013120005155,Normal
OP753345013120005156,Normal
OP753345013120005159,Normal
OP753345013120005160,Normal
OP753345013120005162,Normal
OP753345013120005164,Normal
OP753345013120005165,Normal
OP753345013120005168,Normal
OP753345013120005169,Normal
OP753345013120005170,Normal
OP753345013120005171,Normal
OP753345013120005172,Normal
OP753345013120005173,Normal
OP753345013120005174,Normal
OP753345013120005176,Normal
OP753345013120005178,Normal
OP753345013120005179,Normal
OP753345013120005180,Normal
OP753345013120005181,Normal
OP753345013120005182,Normal
OP753345013120005183,Normal
OP753345013120005184,Normal
OP753345013120005186,Normal
OP753345013120005187,Normal
OP753345013120005189,Normal
OP753345013120005192,Normal
OP753345013120005195,Normal
OP753345013120005196,Normal
OP753345013120005197,Normal
OP753345013120005198,Normal
OP753345013120005200,Normal
OP753345013120005201,AbNormal
OP753345013120005202,Normal
OP753345013120005203,Normal
OP753345013120005204,Normal
OP753345013120005205,Normal
OP753345013120005206,Normal
OP753345013120005208,Normal
OP753345013120005209,Normal
OP753345013120005210,Normal
OP753345013120005211,Normal
OP753345013120005213,Normal
OP753345013120005215,Normal
OP753345013120005216,Normal
OP753345013120005217,Normal
OP753345013120005026,Normal
OP753345013120005028,Normal
OP753345013120005029,Normal
OP753345013120005030,Normal
OP753345013120005031,Normal
OP753345013120005033,Normal
OP753345013120005034,Normal
OP753345013120005035,Normal
OP753345013120005037,Normal
OP753345013120005039,Normal
OP753345013120005040,AbNormal
OP753345013120005041,Normal
OP753345013120005043,Normal
OP753345013120005044,Normal
OP753345013120005045,Normal
OP753345013120005047,Normal
OP753345013120005048,Normal
OP753345013120005049,Normal
OP753345013120005050,Normal
OP753345013120005053,Normal
OP753345013120005054,Normal
OP753345013120005055,Normal
OP753345013120005056,Normal
OP753345013120005058,Normal
OP753345013120005059,Normal
OP753345013120005062,Normal
OP753345013120005063,Normal
OP753345013120005064,Normal
OP753345013120005065,Normal
OP753345013120005066,Normal
OP753345013120005069,Normal
OP753345013120005071,Normal
OP753345013120005072,Normal
OP753345013120005075,Normal
OP753345013120005076,Normal
OP753345013120005077,Normal
OP753345013120005078,Normal
OP753345013120005079,Normal
OP753345013120005080,Normal
OP753345013120005081,Normal
OP753345013120005082,Normal
OP753345013120005086,Normal
OP753345013120005087,Normal
OP753345013120005089,Normal
OP753345013120005090,Normal
OP753345013120005091,Normal
OP753345013120005092,Normal
OP753345013120005093,Normal
OP753345013120005094,Normal
OP753345013120005095,Normal
OP753345013120005096,Normal
OP753345013120005097,Normal
OP753345013120005098,Normal
OP753345013120005099,Normal
OP753345013120005100,Normal
OP753345013120005101,Normal
OP753345013120005103,Normal
OP753345013120005104,Normal
OP753345013120005105,AbNormal
OP753345013120005106,Normal
OP753345013120005108,Normal
OP753345013120005109,AbNormal
OP753345013120005113,Normal
OP753345013120005116,AbNormal
OP753345013120005119,Normal
OP753345013120005120,Normal
OP753345013120005121,Normal
OP753345013120004930,Normal
OP753345013120004932,Normal
OP753345013120004933,Normal
OP753345013120004935,Normal
OP753345013120004936,Normal
OP753345013120004938,Normal
OP753345013120004943,Normal
OP753345013120004948,Normal
OP753345013120004949,Normal
OP753345013120004950,Normal
OP753345013120004951,Normal
OP753345013120004952,Normal
OP753345013120004956,Normal
OP753345013120004957,Normal
OP753345013120004960,Normal
OP753345013120004961,Normal
OP753345013120004962,Normal
OP753345013120004963,Normal
OP753345013120004965,Normal
OP753345013120004966,Normal
OP753345013120004967,Normal
OP753345013120004969,Normal
OP753345013120004971,AbNormal
OP753345013120004972,Normal
OP753345013120004973,Normal
OP753345013120004974,Normal
OP753345013120004975,Normal
OP753345013120004976,Normal
OP753345013120004977,Normal
OP753345013120004978,Normal
OP753345013120004979,Normal
OP753345013120004981,Normal
OP753345013120004982,Normal
OP753345013120004984,Normal
OP753345013120004985,Normal
OP753345013120004987,Normal
OP753345013120004990,Normal
OP753345013120004993,Normal
OP753345013120004994,Normal
OP753345013120004995,Normal
OP753345013120004999,Normal
OP753345013120005001,Normal
OP753345013120005002,Normal
OP753345013120005003,Normal
OP753345013120005004,Normal
OP753345013120005006,Normal
OP753345013120005007,Normal
OP753345013120005008,Normal
OP753345013120005010,Normal
OP753345013120005011,Normal
OP753345013120005012,Normal
OP753345013120005013,Normal
OP753345013120005015,Normal
OP753345013120005018,Normal
OP753345013120005019,Normal
OP753345013120005022,Normal
OP753345013120005023,Normal
OP753345013120005024,Normal
OP753345013120005025,AbNormal
OP753345013120004873,Normal
OP753345013120004874,Normal
OP753345013120004875,Normal
OP753345013120004879,Normal
OP753345013120004880,Normal
OP753345013120004881,Normal
OP753345013120004882,Normal
OP753345013120004883,Normal
OP753345013120004884,Normal
OP753345013120004886,Normal
OP753345013120004888,Normal
OP753345013120004889,Normal
OP753345013120004890,Normal
OP753345013120004891,Normal
OP753345013120004892,Normal
OP753345013120004895,Normal
OP753345013120004896,Normal
OP753345013120004898,Normal
OP753345013120004899,Normal
OP753345013120004900,Normal
OP753345013120004901,Normal
OP753345013120004902,Normal
OP753345013120004903,Normal
OP753345013120004904,Normal
OP753345013120004906,Normal
OP753345013120004907,Normal
OP753345013120004908,Normal
OP753345013120004910,Normal
OP753345013120004912,AbNormal
OP753345013120004914,Normal
OP753345013120004915,Normal
OP753345013120004916,Normal
OP753345013120004917,Normal
OP753345013120004920,Normal
OP753345013120004922,Normal
OP753345013120004923,Normal
OP753345013120004929,Normal
OP753345013120004928,Normal
OP753345013120004926,Normal
OP753345013120004925,Normal
OP753345013120004924,Normal
OP753345013120005238,Normal
OP753345013120005239,Normal
OP753345013120005240,Normal
OP753345013120005241,Normal
OP753345013120005242,Normal
OP753345013120005243,Normal
OP753345013120005244,Normal
OP753345013120005246,Normal
OP753345013120005247,Normal
OP753345013120005248,Normal
OP753345013120005249,AbNormal
OP753345013120005250,Normal
OP753345013120005251,Normal
OP753345013120005252,Normal
OP753345013120005254,Normal
OP753345013120005255,Normal
OP753345013120005256,Normal
OP753345013120005257,Normal
OP753345013120005258,Normal
OP753345013120005259,Normal
OP753345013120005260,Normal
OP753345013120005261,Normal
OP753345013120005264,Normal
OP753345013120005268,Normal
OP753345013120005269,Normal
OP753345013120005270,Normal
OP753345013120005271,Normal
OP753345013120005272,Normal
OP753345013120005275,Normal
OP753345013120005276,Normal
OP753345013120005277,Normal
OP753345013120005278,Normal
OP753345013120005279,Normal
OP753345013120005280,Normal
OP753345013120005281,Normal
OP753345013120005284,Normal
OP753345013120005287,Normal
OP753345013120005289,Normal
OP753345013120005290,Normal
OP753345013120005292,Normal
OP753345013120005293,Normal
OP753345013120005294,Normal
OP753345013120005296,Normal
OP753345013120005297,Normal
OP753345013120005298,Normal
OP753345013120005299,Normal
OP753345013120005300,Normal
OP753345013120005301,Normal
OP753345013120005302,Normal
OP753345013120005303,Normal
OP753345013120005304,Normal
OP753345013120005307,Normal
OP753345013120005309,Normal
OP753345013120005310,Normal
OP753345013120005311,Normal
OP753345013120005313,Normal
OP753345013120005316,Normal
OP753345013120005317,Normal
OP753345013120005318,AbNormal
OP753345013120005320,Normal
OP753345013120005321,Normal
OP753345013120005322,Normal
OP753345013120005326,Normal
OP753345013120005327,Normal
OP753345013120005328,Normal
OP753345013120005329,Normal
OP753345013120005330,Normal
OP753345013120005333,Normal
OP753345013120005220,Normal
OP753345013120005221,Normal
OP753345013120005222,Normal
OP753345013120005223,Normal
OP753345013120005224,Normal
OP753345013120005226,Normal
OP753345013120005227,Normal
OP753345013120005228,Normal
OP753345013120005229,Normal
OP753345013120005231,Normal
OP753345013120005232,Normal
OP753345013120005233,AbNormal
OP753345013120005234,Normal
OP753345013120005235,AbNormal
OP753345013120005236,Normal
OP753345013120005237,Normal
OP753345013120005629,Normal
OP753345013120005630,Normal
OP753345013120005631,Normal
OP753345013120005635,Normal
OP753345013120005636,Normal
OP753345013120005627,Normal
OP753345013120005626,AbNormal
OP753345013120005625,Normal
OP753345013120005624,Normal
OP753345013120005623,Normal
OP753345013120005622,Normal
OP753345013120005637,Normal
OP753345013120005638,Normal
OP753345013120005640,Normal
OP753345013120005642,Normal
OP753345013120005643,Normal
OP753345013120005644,Normal
OP753345013120005645,Normal
OP753345013120005646,Normal
OP753345013120005647,Normal
OP753345013120005648,Normal
OP753345013120005649,Normal
OP753345013120005650,Normal
OP753345013120005652,Normal
OP753345013120005653,Normal
OP753345013120005655,Normal
OP753345013120005656,Normal
OP753345013120005658,Normal
OP753345013120005659,Normal
OP753345013120005661,Normal
OP753345013120005662,Normal
OP753345013120005664,Normal
OP753345013120005665,Normal
OP753345013120005666,Normal
OP753345013120005667,Normal
OP753345013120005668,Normal
OP753345013120005670,Normal
OP753345013120005672,Normal
OP753345013120005673,Normal
OP753345013120005674,Normal
OP753345013120005677,Normal
OP753345013120005679,Normal
OP753345013120005682,AbNormal
OP753345013120005684,Normal
OP753345013120005685,Normal
OP753345013120005686,Normal
OP753345013120005688,Normal
OP753345013120005689,Normal
OP753345013120005690,Normal
OP753345013120005691,Normal
OP753345013120005693,Normal
OP753345013120005694,Normal
OP753345013120005695,Normal
OP753345013120005696,Normal
OP753345013120005697,Normal
OP753345013120005698,Normal
OP753345013120005699,Normal
OP753345013120005700,Normal
OP753345013120005701,Normal
OP753345013120005702,Normal
OP753345013120005704,Normal
OP753345013120005706,Normal
OP753345013120005707,Normal
OP753345013120005709,Normal
OP753345013120005710,Normal
OP753345013120005711,Normal
OP753345013120005713,Normal
OP753345013120005714,Normal
OP753345013120005717,Normal
OP753345013120005526,Normal
OP753345013120005529,Normal
OP753345013120005528,Normal
OP753345013120005527,Normal
OP753345013120005531,Normal
OP753345013120005532,Normal
OP753345013120005533,Normal
OP753345013120005535,Normal
OP753345013120005536,Normal
OP753345013120005537,Normal
OP753345013120005538,Normal
OP753345013120005539,Normal
OP753345013120005540,Normal
OP753345013120005541,Normal
OP753345013120005542,Normal
OP753345013120005544,Normal
OP753345013120005546,Normal
OP753345013120005547,Normal
OP753345013120005548,Normal
OP753345013120005549,Normal
OP753345013120005551,Normal
OP753345013120005553,Normal
OP753345013120005555,Normal
OP753345013120005556,Normal
OP753345013120005557,Normal
OP753345013120005560,Normal
OP753345013120005561,Normal
OP753345013120005562,Normal
OP753345013120005564,Normal
OP753345013120005565,Normal
OP753345013120005566,Normal
OP753345013120005567,Normal
OP753345013120005568,Normal
OP753345013120005569,Normal
OP753345013120005571,Normal
OP753345013120005573,Normal
OP753345013120005574,Normal
OP753345013120005575,Normal
OP753345013120005576,Normal
OP753345013120005577,Normal
OP753345013120005578,Normal
OP753345013120005579,Normal
OP753345013120005580,Normal
OP753345013120005582,Normal
OP753345013120005583,Normal
OP753345013120005584,Normal
OP753345013120005585,Normal
OP753345013120005586,Normal
OP753345013120005588,AbNormal
OP753345013120005590,Normal
OP753345013120005591,Normal
OP753345013120005592,Normal
OP753345013120005593,Normal
OP753345013120005595,Normal
OP753345013120005596,Normal
OP753345013120005598,Normal
OP753345013120005600,Normal
OP753345013120005601,Normal
OP753345013120005603,Normal
OP753345013120005605,Normal
OP753345013120005606,Normal
OP753345013120005607,Normal
OP753345013120005608,Normal
OP753345013120005611,Normal
OP753345013120005613,Normal
OP753345013120005614,Normal
OP753345013120005615,Normal
OP753345013120005616,Normal
OP753345013120005619,Normal
OP753345013120005621,Normal
OP753345013120005430,Normal
OP753345013120005431,Normal
OP753345013120005432,Normal
OP753345013120005433,Normal
OP753345013120005435,Normal
OP753345013120005436,Normal
OP753345013120005437,Normal
OP753345013120005439,Normal
OP753345013120005440,Normal
OP753345013120005441,Normal
OP753345013120005445,Normal
OP753345013120005446,Normal
OP753345013120005447,Normal
OP753345013120005448,Normal
OP753345013120005450,Normal
OP753345013120005451,Normal
OP753345013120005454,Normal
OP753345013120005455,Normal
OP753345013120005456,Normal
OP753345013120005457,Normal
OP753345013120006304,AbNormal
OP753345013120006305,AbNormal
OP753345013120006306,AbNormal
OP753345013120006307,AbNormal
OP753345013120006308,AbNormal
OP753345013120006309,Normal
OP753345013120006310,Normal
OP753345013120006317,Normal
OP753345013120006318,Normal
OP753345013120006319,Normal
OP753345013120006320,Normal
OP753345013120006321,Normal
OP753345013120006324,Normal
OP753345013120006326,Normal
OP753345013120006327,Normal
OP753345013120006329,Normal
OP753345013120006330,Normal
OP753345013120006332,Normal
OP753345013120006334,Normal
OP753345013120006335,Normal
OP753345013120006336,Normal
OP753345013120006337,Normal
OP753345013120006338,Normal
OP753345013120006340,Normal
OP753345013120006342,AbNormal
OP753345013120006343,Normal
OP753345013120006344,Normal
OP753345013120006345,Normal
OP753345013120006349,Normal
OP753345013120006350,Normal
OP753345013120006352,Normal
OP753345013120006353,Normal
OP753345013120006355,Normal
OP753345013120006356,Normal
OP753345013120006357,Normal
OP753345013120006358,Normal
OP753345013120006360,Normal
OP753345013120006361,Normal
OP753345013120006362,Normal
OP753345013120006363,Normal
OP753345013120006366,Normal
OP753345013120006367,Normal
OP753345013120006369,Normal
OP753345013120006370,Normal
OP753345013120006371,Normal
OP753345013120006372,Normal
OP753345013120006373,AbNormal
OP753345013120006375,Normal
OP753345013120006376,Normal
OP753345013120006377,Normal
OP753345013120006378,Normal
OP753345013120006383,Normal
OP753345013120006384,Normal
OP753345013120006386,Normal
OP753345013120006388,Normal
OP753345013120006390,Normal
OP753345013120006392,Normal
OP753345013120006394,Normal
OP753345013120006395,Normal
OP753345013120006396,Normal
OP753345013120006397,AbNormal
OP753345013120006398,Normal
OP753345013120006399,Normal
OP753345013120006400,Normal
OP753345013120006401,Normal
OP753345013120006402,Normal
OP753345013120006404,Normal
OP753345013120006406,Normal
OP753345013120006407,Normal
OP753345013120006408,Normal
OP753345013120006409,Normal
OP753345013120006412,Normal
OP753345013120006413,Normal
OP753345013120006414,Normal
OP753345013120006415,Normal
OP753345013120006416,AbNormal
OP753345013120006417,Normal
OP753345013120006418,Normal
OP753345013120006420,Normal
OP753345013120006421,Normal
OP753345013120006423,Normal
OP753345013120006424,Normal
OP753345013120006426,Normal
OP753345013120006428,Normal
OP753345013120006429,Normal
OP753345013120006430,Normal
OP753345013120006432,Normal
OP753345013120006433,Normal
OP753345013120006434,Normal
OP753345013120006435,AbNormal
OP753345013120006437,Normal
OP753345013120006438,Normal
OP753345013120006439,Normal
OP753345013120006440,Normal
OP753345013120006441,Normal
OP753345013120006442,Normal
OP753345013120006443,Normal
OP753345013120006444,Normal
OP753345013120006445,Normal
OP753345013120006446,Normal
OP753345013120006447,Normal
OP753345013120006448,Normal
OP753345013120006449,Normal
OP753345013120006450,Normal
OP753345013120006451,Normal
OP753345013120006452,Normal
OP753345013120006454,Normal
OP753345013120006455,Normal
OP753345013120006457,Normal
OP753345013120006458,Normal
OP753345013120006459,Normal
OP753345013120006460,Normal
OP753345013120006461,Normal
OP753345013120006462,Normal
OP753345013120006463,Normal
OP753345013120006466,Normal
OP753345013120006467,Normal
OP753345013120006468,Normal
OP753345013120006469,Normal
OP753345013120006470,Normal
OP753345013120006471,Normal
OP753345013120006472,Normal
OP753345013120006474,Normal
OP753345013120006475,Normal
OP753345013120006476,Normal
OP753345013120006477,Normal
OP753345013120006478,Normal
OP753345013120006479,Normal
OP753345013120006480,Normal
OP753345013120006481,Normal
OP753345013120006482,Normal
OP753345013120006484,AbNormal
OP753345013120006485,Normal
OP753345013120006486,Normal
OP753345013120006488,Normal
OP753345013120006490,Normal
OP753345013120006492,Normal
OP753345013120006496,Normal
OP753345013120006497,Normal
OP753345013120006499,Normal
OP753345013120006500,Normal
OP753345013120006501,Normal
OP753345013120006502,Normal
OP753345013120006503,Normal
OP753345013120006504,Normal
OP753345013120006505,Normal
OP753345013120006506,Normal
OP753345013120006507,Normal
OP753345013120006508,Normal
OP753345013120006509,Normal
OP753345013120006510,Normal
OP753345013120006512,Normal
OP753345013120006513,Normal
OP753345013120006517,Normal
OP753345013120006519,Normal
OP753345013120006520,Normal
OP753345013120006521,Normal
OP753345013120006522,Normal
OP753345013120006523,Normal
OP753345013120006524,Normal
OP753345013120006525,Normal
OP753345013120006526,Normal
OP753345013120006527,Normal
OP753345013120006528,Normal
OP753345013120006530,Normal
OP753345013120006531,Normal
OP753345013120006532,Normal
OP753345013120006533,Normal
OP753345013120006535,Normal
OP753345013120006536,AbNormal
OP753345013120006538,Normal
OP753345013120006539,Normal
OP753345013120006540,Normal
OP753345013120006541,Normal
OP753345013120006542,Normal
OP753345013120006654,Normal
OP753345013120006653,Normal
OP753345013120006652,Normal
OP753345013120006651,Normal
OP753345013120006648,Normal
OP753345013120006647,Normal
OP753345013120006646,Normal
OP753345013120006645,Normal
OP753345013120006644,Normal
OP753345013120006642,Normal
OP753345013120006641,Normal
OP753345013120006640,Normal
OP753345013120006638,Normal
OP753345013120006637,Normal
OP753345013120006636,Normal
OP753345013120006631,Normal
OP753345013120006629,Normal
OP753345013120006627,Normal
OP753345013120006626,Normal
OP753345013120006625,Normal
OP753345013120006623,AbNormal
OP753345013120006622,Normal
OP753345013120006621,Normal
OP753345013120006620,Normal
OP753345013120006619,Normal
OP753345013120006617,Normal
OP753345013120006634,AbNormal
OP753345013120006616,Normal
OP753345013120006615,Normal
OP753345013120006614,Normal
OP753345013120006613,Normal
OP753345013120006610,Normal
OP753345013120006609,Normal
OP753345013120006607,Normal
OP753345013120006606,Normal
OP753345013120006603,Normal
OP753345013120006602,Normal
OP753345013120006601,Normal
OP753345013120006726,Normal
OP753345013120006724,Normal
OP753345013120006722,Normal
OP753345013120006721,Normal
OP753345013120006720,Normal
OP753345013120006719,AbNormal
OP753345013120006717,Normal
OP753345013120006715,Normal
OP753345013120006714,Normal
OP753345013120006713,Normal
OP753345013120006711,Normal
OP753345013120006710,Normal
OP753345013120006709,Normal
OP753345013120006708,Normal
OP753345013120006707,Normal
OP753345013120006706,AbNormal
OP753345013120006705,Normal
OP753345013120006703,Normal
OP753345013120006701,Normal
OP753345013120006700,AbNormal
OP753345013120006699,Normal
OP753345013120006698,Normal
OP753345013120006697,Normal
OP753345013120006695,Normal
OP753345013120006694,Normal
OP753345013120006691,AbNormal
OP753345013120006689,Normal
OP753345013120006688,Normal
OP753345013120006686,Normal
OP753345013120006685,AbNormal
OP753345013120006684,Normal
OP753345013120006683,Normal
OP753345013120006682,Normal
OP753345013120006681,Normal
OP753345013120006679,Normal
OP753345013120006677,AbNormal
OP753345013120006673,Normal
OP753345013120006672,Normal
OP753345013120006671,Normal
OP753345013120006670,Normal
OP753345013120006668,Normal
OP753345013120006667,Normal
OP753345013120006665,Normal
OP753345013120006664,Normal
OP753345013120006663,Normal
OP753345013120006662,Normal
OP753345013120006659,Normal
OP753345013120006658,Normal
OP753345013120006859,Normal
OP753345013120006855,Normal
OP753345013120006853,Normal
OP753345013120006851,Normal
OP753345013120006850,Normal
OP753345013120006849,Normal
OP753345013120006847,Normal
OP753345013120006846,Normal
OP753345013120006844,Normal
OP753345013120006843,Normal
OP753345013120006842,Normal
OP753345013120006841,Normal
OP753345013120006838,Normal
OP753345013120006837,Normal
OP753345013120006836,Normal
OP753345013120006835,Normal
OP753345013120006834,Normal
OP753345013120006833,Normal
